id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
1aGS6nf2xgv3Xzdob4eOO3,Smokin' Sticky Sticky,Beat'n Down Yo Block,5ZO72kl3xMRRzlpod55k1Q,['Unk'],['0PGtMx1bsqoCHCy3MB3gXA'],15,1,True,0.623,0.736,11,-3.657,0,0.402,0.0021,0.0,0.0691,0.422,87.988,380427,4.0,2006,2006-10-03
0fJfoqHIIiET2EcgjOfntG,Holding Back the Years,Holding Back The Years,7sV4kCqQYt8agM5TjkdOYU,['Norm Douglas'],['4kxKyoiYhldUlnfeCZtD0D'],1,1,False,0.585,0.639,2,-9.641,0,0.0333,0.316,0.775,0.0993,0.88,170.082,266520,4.0,2008,2008-06-13
0V2R2LC8dR7S0REieXRaGt,All Along The Watchtower - Live - 1991,"Back On The Bus, Y'All",3jmmx4jRkul3POEhn1cgwF,['Indigo Girls'],['4wM29TDTr3HI0qFY3KoSFG'],7,1,False,0.331,0.466,9,-14.287,0,0.0379,0.7090000000000001,0.0,0.939,0.43,90.648,383773,4.0,1991,1991-06-04
4VUHYLocWOJ2GfvP78AmSs,Windmills,Total Folklore,5PyLkzuxmT6EoVNZCg8Iya,['Dan Friel'],['4HKTPJw50BFASrfhJEHIVP'],2,1,False,0.193,0.856,4,-2.97,1,0.109,4.88e-05,0.838,0.285,0.594,113.345,82493,4.0,2013,2013-02-19
4m8a1AtmCnoeRzSYoQ0oX0,Overnite Flite,Normal Human Feelings,623VIdYR6Y0NCN9yPbMAC6,['Little Suns'],['5OLcAqMbHpecNOIQyTduQ7'],2,1,False,0.546,0.373,3,-13.929,1,0.0323,0.4270000000000001,0.000105,0.1969999999999999,0.424,127.941,230667,1.0,2013,2013-10-08
6FevrWQQ4oMBf0RLekSiAs,All Because of Me,This Beautiful Town,3ZPLRIDdvo9wDeyT3GL1dZ,['The Western Investor'],['4AXAVfzQM68VZaB0IqraB9'],2,1,False,0.275,0.794,7,-4.36,1,0.0535,0.0418,0.000294,0.384,0.3670000000000001,191.508,179107,4.0,2006,2006-01-01
5yZ9KrknuuslZVcXXJJzUH,Tit for Tat: Tit for Tat,"Britten: Songs, Vol. 1",47SZgnrnNLKcevKk2V8PxE,"['Benjamin Britten', 'Malcom Martineau', 'Philip Smith']","['7MJ1pB5d6Vjmzep2zQlorn', '4x87gqupX1U1n8LdmC56hg', '4vtKSsObqlCiS5rjuG3tU0']",5,2,False,0.4970000000000001,0.0809,5,-19.828,1,0.075,0.986,0.0,0.0722,0.191,108.905,118547,4.0,2011,2011-06-06
50teNwgGXSmqVAk3mfEBW4,Women of Ireland,Celtic Twilight 2,7Eh0z5RuV4mWkqcybLS6vx,['Deiseal'],['3p4kov2Q7AZeJ9rjKLV6jb'],5,1,False,0.208,0.209,0,-13.505999999999998,0,0.0422,0.972,0.8079999999999999,0.127,0.142,71.249,303267,4.0,1995,1995-08-11
0rSPHTJaU9GLNBGFDEs3mN,Wastrel,Spirits And August Lights / Steal The Light,2RrQlhap1qTbwimCBC7D9t,['Omnium Gatherum'],['52xuvlUvnxqH0xzxGPKXSu'],7,1,False,0.452,0.977,6,-3.3560000000000003,0,0.0642,4.37e-06,0.4589999999999999,0.2789999999999999,0.4679999999999999,99.925,281827,4.0,2004,2004-10-25
2gu2FJfkzrHDSistA7O3bt,Archy & Mehitabel,Parlovr,3Dfpgw4VBEru2S5AuB1yTt,['Parlovr'],['47i31rRONicZxnAe9MxQvn'],8,1,False,0.35,0.984,7,-4.631,1,0.0645,0.0127,0.055,0.111,0.436,137.774,207520,4.0,2008,2008
76n3S31Qv6VFlsbwrZc3fV,Mental Warfare,Breakthrough,47bV8m736qq9qqGNIplzRk,['Rob Vicious'],['2gGtD7OGXbNZAY3oCZvZqA'],6,1,True,0.659,0.762,8,-7.432,0,0.181,0.0274,0.00154,0.0994,0.799,178.14,130785,4.0,2020,2020-05-01
61YRU6f29zObMJs2gEFM4B,Piss Angel,Prowler In the Yard,2MEnHfqxdJi56B3LE4CFuv,['Pig Destroyer'],['4raqfuxaWjPjrOQGb6zoa7'],22,1,True,0.216,0.44,11,-8.766,1,0.055,0.188,0.0324,0.0785,0.0713,97.465,477800,4.0,2001,2001-07-24
3OCnt3GM4MoJCw1Pz12crT,Callaghan's Hornpipe / Byrne's Hornpipe,The Chieftains 2,2DuUMmhqGU9psM7GnDT2eW,['The Chieftains'],['6AnrSlk5Gp1YMXgaI3mWCL'],8,1,False,0.524,0.215,2,-15.771,1,0.0472,0.981,0.23,0.198,0.968,86.462,193254,4.0,1969,1969
0ps2fVIFvHX4z0HUzvjlOG,Answer My Question,A State Of Grace,3KcHijV8gRMMQvLYREDTfQ,['Joani Taylor'],['1xAAyAtnQKlWCaUu35pbZn'],8,1,False,0.441,0.119,5,-15.578,1,0.0363,0.894,1.76e-05,0.0906,0.126,100.77,336707,4.0,2003,2003-01-01
2xQlYWOTPoe2b45NGYDRAW,If It Be Your Will,The Essential Leonard Cohen,2t2sAWQl1NwwHy793LyEfR,['Leonard Cohen'],['5l8VQNuIg0turYE1VtM9zV'],14,1,False,0.4589999999999999,0.258,4,-14.21,1,0.0289,0.774,0.0002549999999999,0.1369999999999999,0.115,139.325,221800,3.0,2002,2002-10-22
2NCjtvFnFLkxecNjTpQYbJ,Shatterproof,Shatterproof,551qDoUzE6QUxulgYXBfrj,['Julianna Zobrist'],['2uSaBYbfQ8nw2dB0ZXyIR8'],1,1,False,0.728,0.6920000000000001,11,-5.104,1,0.0698,0.0226,0.00082,0.109,0.657,128.003,234493,4.0,2016,2016-07-01
5n64i7WTAiJupsbrMmuX3W,Психопат-лунатик,Karmageddon,5ForRoVEwhqUlu6jcbgdaa,['kizaru'],['5NipqMGsY4AUeb7kGT8aVz'],10,1,True,0.883,0.628,0,-8.158999999999999,1,0.0888,0.126,0.0,0.0725,0.662,147.98,176723,4.0,2019,2019-08-15
33WqQdVrxTcJyZpWjjsycC,Whispers in the Dark,Schizo,0UlxwvFrrJyETsj22khVLj,['Colossal Trailer Music'],['5rVfB0qJZvp4BPaHmb3lHA'],8,1,False,0.186,0.319,5,-16.795,0,0.123,0.622,0.923,0.287,0.0392,114.496,105975,3.0,2015,2015-12-31
0II3BuDv6f3FVAc4IxVDkq,Ich hab mein Herz verloren,Ein Herz aus Schokolade,3FaB3LrDWKbeKizPMnP9WA,['Die Flippers'],['043PrBIjao3PCKicMRvbgf'],10,1,False,0.588,0.767,9,-7.791,1,0.0285,0.247,6.14e-05,0.386,0.918,121.023,195973,4.0,1997,1997-09-05
1KUmTehYjtZJdVTbx2R5Zs,Northern Light,Reflections,2wIjOAcgC2nFK6z0aTEEf6,['Cornerstone'],['0T2pagV88xmpZ37KkgKF4u'],6,1,False,0.573,0.792,4,-5.822,0,0.0289999999999999,0.000828,0.369,0.252,0.308,128.111,221613,4.0,2016,2016-09-09
5Re6HhVFV2NE9kBnkN9xPC,"A fabol faragott kiralyfi (The Wooden Prince), Op. 13, BB 74: Second Dance: Dance of the Trees",Bartok: The Wooden Prince & Hungarian Pictures,6bC20Iay4RExjEIRxidmR2,"['Béla Bartók', 'Philharmonia Orchestra', 'Neeme Järvi']","['5zyNXVd952fWOjkdGHCvPd', '09KZU0NsS7jRa5p0SflmGY', '5UHZvYJA0aPcJSLYkYAeps']",3,1,False,0.209,0.327,5,-15.152,1,0.0516,0.923,0.84,0.108,0.039,113.347,314533,3.0,2013,2013
1fhtmZWZACHtTvemVgS6XN,Othello B,Dust to Dust,5MRzCGGTmA0GtuB5tuYIqF,"['Lawrence D. ""Butch"" Morris']",['5kbuxrHhmSVM7ddT93ep9Q'],1,1,False,0.296,0.213,2,-20.102,0,0.0395,0.7929999999999999,0.853,0.0951,0.0987,117.507,485160,4.0,1991,1991-01-01
25ZwVylu4SwZLlp0t5rYid,24 Hours,The Other Side of Town,0242MiXt7Q5ix78UfS3X7r,['Asskickers'],['1oxSEr2TjkXLniuHJdXj0H'],11,1,False,0.472,0.294,0,-14.056,1,0.0276,0.44,0.357,0.0697,0.317,134.517,177227,4.0,2001,2001-01-01
4daonSYp51bLadniTjXL3j,La bagarre,Godzilla 3000,1xBK75Gf9SX0inaF6A321S,['Les Vulves Assassines'],['2reQIRqdgLJgCP3BAlbmw4'],6,1,False,0.745,0.4970000000000001,11,-6.6370000000000005,0,0.0304,0.046,0.534,0.364,0.148,110.061,46670,4.0,2019,2019-10-25
6gMrNeAPKJqEmSKT7yZ5Em,Different Wave,Different Wave,1nxRVVReQtxmG8AXmuBef2,['Proper Einstein'],['0EeYnjDeXpKjx6tw2t8Gxl'],1,1,False,0.601,0.26,5,-11.473,0,0.0597,0.816,0.0,0.2189999999999999,0.405,119.69,140078,4.0,2020,2020-01-03
0B9teC1Bmrspr8UHbkhdgW,And the Cradle Will Rock... - 2015 Remaster,The Collection,2c965LEDRNrXXCeBOAAwns,['Van Halen'],['2cnMpRsOVqtPMfq7YiFE6K'],1,3,False,0.509,0.928,2,-5.8329999999999975,1,0.0329,0.1889999999999999,1.41e-06,0.2689999999999999,0.736,107.921,213150,4.0,2015,2015-03-27
4nRTrZBSeKIjhu6jUbcUAY,"The Well-Tempered Clavier, Book 1: Fugue No. 19 in A Major, BWV 864","J.S. Bach: The Well-Tempered Clavier, Book 1",7GfQhWzQgYFhPtZkx11Ob8,"['Johann Sebastian Bach', 'Kimiko Ishizaka']","['5aIqB5nVVvmFsvSdExz408', '4DP2o9U94bdULpBk1dxmg3']",14,2,False,0.445,0.286,6,-21.048,0,0.0416,0.992,0.877,0.134,0.963,135.765,116560,4.0,2015,2015-03-10
4FbEh72sNh0pkwN8wMSAC8,"Russian Easter Overture, Op. 36",Scheherazade/Russian Easter Overture,5Hl95o8EORwdaA8LqHjkw8,"['Nikolai Rimsky-Korsakov', 'Yuri Termirkanov']","['2kXJ68O899XvWOBdpzlXgs', '04NluUOQ87UVYboVb7a4xj']",5,1,False,0.15,0.0683,9,-20.821,0,0.0419,0.914,0.7609999999999999,0.115,0.0374,79.408,966600,4.0,1993,1993-01-02
1hXMmUycdYKmeDe66R0GB0,Defected Ibiza 2017 Mix 3 - Continuous Mix,Defected Ibiza 2017,0JLa3nbP0UWMOW4AbtHdtI,['Simon Dunmore'],['6oqfRW78UTZ9TUFT9PTINp'],3,1,False,0.8009999999999999,0.736,1,-10.049,1,0.0497,0.00252,0.3779999999999999,0.0877,0.347,123.949,4065470,4.0,2017,2017-05-19
5ftBWk0sp28hs1wZQaa4oa,"Esquisses, Op. 63: No. 38. Les Bons Souhaits","Alkan: Esquisses, Op. 63",7mqN2XU55HiUTnw7nmnp8i,"['Charles-Valentin Alkan', 'Laurent Martin']","['07OhqeLloDO7wu0yCaVO2D', '2uBb9urjWHXkYCihrCGLfa']",38,1,False,0.369,0.0162,7,-34.713,1,0.0568,0.993,0.913,0.0982,0.292,134.02,96533,4.0,1992,1992-05-19
3v2hL8D9RsuJfwBZgE4d36,Caravan,Take It From The Top,6GKNbcWuSu1L3v121XaqmN,['Bob James Trio'],['6YzPSmcOe0GebL6cyMkqZg'],7,1,False,0.551,0.421,5,-14.619000000000002,0,0.0355,0.573,0.857,0.0834,0.4539999999999999,128.996,331027,4.0,2004,2004-02-24
24KKmhXPAE1rCNyv4X9f0c,Smoke Stack,Historicity,3I3uK5mo0uvj4TnSCxS2zk,"['Vijay Iyer', 'Stephan Crump', 'Marcus Gilmore']","['27DeRe5LjIt9ZPXUjF90h6', '4nJDD9jIfsXuY93Kvx7bgT', '1caVPl46Ta6C8DYns5AAuo']",5,1,False,0.396,0.496,11,-11.292,1,0.0456,0.2689999999999999,0.885,0.111,0.4639999999999999,68.77,489360,4.0,2009,2009-10-13
3IADs1lHXWwZjkfOD9SARc,Through the Fire,Deanna Wheeler,1K7ABC02AU1FG3xEdUNMo4,['Deanna Wheeler'],['1N5B3H6b5JJWHPx6pYV63Z'],1,1,False,0.5660000000000001,0.7440000000000001,2,-6.409,1,0.0291,0.0852,8.68e-05,0.0729,0.78,103.989,200480,4.0,2018,2018-09-25
5VwZ0WGDGpjUrDmByIXYtj,After the Gold Rush,Aerial Boundaries,2hgrTinAeHSNaSPzLFoamH,['Michael Hedges'],['3IqoFUpoJi1qvebL8Vi2aK'],5,1,False,0.481,0.0255,7,-26.975,1,0.0351,0.903,0.647,0.0921,0.0615,141.974,249573,4.0,1984,1984-06-18
3OjxAOgnUfQDDIi3lSFqp3,Simple Death (Demo) [Bonus Track],Hypnos / Flame,5owUb18O3DwOxweBGC9Wfo,['Chelsea Wolfe'],['6ZK2nrW8aCTg8Bid7I7N10'],4,1,False,0.185,0.412,9,-9.779,0,0.03,0.1669999999999999,0.7240000000000001,0.109,0.136,92.484,318367,3.0,2016,2016-04-01
36zLN7ZLhQWJUkzPss2KAo,Wedding Bell,Devotion,6Unw8A3kdy8ZPj6MmlbA7E,['Beach House'],['56ZTgzPBDge0OvCGgMO3OY'],1,1,False,0.466,0.495,0,-8.227,1,0.0294,0.585,5.97e-06,0.111,0.158,95.639,234733,4.0,2008,2008-02-26
5e9bXyuAJMbHcNZSMivEag,Rollin' In My Sweet Baby's Arms,Ruby & Other Bluegrass Specials,3W2XMkJIPlkSdT03FgrvGf,['Buck Owens'],['2FMZn5P3WATd7Il6FgPJNu'],3,1,False,0.583,0.753,11,-8.517999999999999,1,0.0368,0.0566,0.00624,0.104,0.89,145.32399999999996,139733,4.0,2004,2004-11-24
0P8EGMdiY4iH59Bk6goUKZ,Dance With Me,Clean Up Woman,1cqOhHI09Hk1GcH3uci6AO,"['Betty Wright', 'Peter Brown']","['0PDqlUGugF5Jt6DZyATvfz', '5CJOCTtvPz8lGIktNHL1ph']",5,1,False,0.943,0.684,6,-6.924,1,0.126,0.156,0.00359,0.081,0.846,111.945,223440,4.0,2017,2017-03-17
5L4b7iJaT5C7vm4YQaLS7x,Battle In The Sky,Justice League: Crisis On Two Earths (Soundtrack From The DC Universe Animated Original Movie),5PaeBj4NDjkcNjaCMTxvIe,['James L. Venable'],['3sPQmJWSvOEeSec8vZtYFN'],5,1,False,0.3379999999999999,0.445,1,-11.719,1,0.0397,0.377,0.862,0.1009999999999999,0.14,76.618,239147,4.0,2010,2010-04-01
52pf1LOKOTeuSb7UEVgB0N,Carstairs,Opposites,0leXjA4V9EBfZCesis2G7w,['Parlor Walls'],['4hVidw8rFf6iDSHQbw4isa'],10,1,False,0.406,0.435,11,-15.399,0,0.215,0.873,0.7440000000000001,0.105,0.0451,99.775,231369,4.0,2017,2017-03-10
2AfnzfPwpT9s3nAJwvejQg,The Heavenly Port,Heaven's My Home 1927-1928,6s7TizlIcA6rkzaIPXFimY,"[""Allison's Sacred Harp Singers""]",['3ZvJcOhXtjsqNKhEx5MKzI'],1,1,False,0.511,0.176,4,-9.891,1,0.0797,0.994,0.0,0.645,0.47,172.71200000000005,165320,3.0,2004,2004
3UioQbQ6GBsgep0DieO9Mb,Hypothermic Demise,Butchered,6L86620DDH9u6qaWaZIxpB,['Psychomancer'],['0vvlUEaCmu14ZLVkOl7CPC'],5,1,False,0.241,0.882,7,-9.761,1,0.0494,9.27e-06,0.92,0.0819,0.2319999999999999,93.574,335600,4.0,2007,2007-08-13
2M6Ha6DSBJsXrvXgWIsve1,Triumvirate of Evil,Throne of Existential Abandonment,2C4Na8cEHs013wNZKyDgA7,['Abhorrent Castigation'],['38ubsgB5oa4gnKdCp3um7I'],8,1,False,0.503,0.992,2,-4.155,1,0.208,1.0800000000000003e-05,0.8809999999999999,0.0708,0.066,131.34,227949,4.0,2014,2014-04-30
1lxMDMLojTtwSI10nCoWkH,Just Dumb Enough to Try,God's Favorite Customer,7f4DUvIlSluy7YRnZsLEkd,['Father John Misty'],['2kGBy2WHvF0VdZyqiVCkDT'],3,1,False,0.585,0.4589999999999999,0,-8.59,1,0.0276,0.29,0.000888,0.0646,0.43,116.985,242296,4.0,2018,2018-06-01
1sOq6hJe8c9xD6XWDccK00,Adventure,Pixel Galaxy,0VET0W6B5ik8UsznaLXXDw,"[""Snail's House""]",['29O9ZebFa65aIEvMaW5pQY'],2,1,False,0.412,0.919,1,-5.252000000000002,0,0.0432,0.000691,0.36,0.1009999999999999,0.408,135.006,326380,4.0,2017,2017-02-23
2DprY8JLprxMslHKGY4Fdo,Come as You Are,Grecospectiva 90s,4JKl4k3hfIguJBMjdkzFHc,['MI.RAI'],['6QdRhGkGI47gECzNv1x3K6'],6,1,False,0.7020000000000001,0.413,6,-10.121,1,0.0286,0.6509999999999999,0.0023899999999999,0.0952,0.488,107.957,192200,4.0,2019,2019-06-21
39EJLtM4E7aSBs9maOjCxb,My Only Wish,A Very Trainor Christmas,2Mb2HvX9H2J98qOvZGdsFf,['Meghan Trainor'],['6JL8zeS1NmiOftqZTRgdTz'],12,1,False,0.5,0.534,0,-6.3329999999999975,1,0.177,0.136,0.0,0.0827,0.643,146.371,242480,4.0,2020,2020-10-30
1mwCoAngdr7eNL0Zfx6DiL,Wingspan - Kaya Project Remix,Flight Patterns (Re-Routed),1v0FwDXEbWn1jLOV4absbS,"['Birds of Paradise', 'Kaya Project']","['2cOMs1YerprZJ15SDrESaQ', '4TFmgYfhLJxF6nL8WDSnWV']",1,1,False,0.573,0.884,10,-5.634,0,0.0408,0.223,0.865,0.584,0.48,180.033,379667,4.0,2015,2015-10-06
1vd1wNenr9CU6omViJ6ypA,Purple Mountain,Falling Faster,3BT6cfIA3QGrCM8wN1xkfm,['Thirteen Arrows'],['2BZIY8ornTkbTh0c0mKDZe'],5,1,False,0.442,0.94,9,-5.104,0,0.0997,0.0022199999999999,0.0171,0.25,0.557,144.894,218547,4.0,2008,2008-12-02
4PEyYSjc11euAdsUg4Xh7r,Mr. DJ,Re-issue Series: DJ's Pet,6aAXBwTWwdgvkf2gwFqZr7,['Sharon Cuneta'],['3I5ONm7nnP1LpvqsnA5dBG'],1,1,False,0.3829999999999999,0.365,2,-8.96,1,0.0271,0.657,0.0,0.0774,0.1689999999999999,132.328,227973,3.0,2008,2008-05-03
5J6tkEL1OyugB23BEnNCgq,Requiem: Lux aeterna,Rutter: Requiem / Anthems,3ghOGUejZQHi0rmErWb8S0,"['John Rutter', 'Elin Manahan Thomas', 'Choir of Clare College, Cambridge', 'City of London Sinfonia', 'Timothy Brown']","['0qlhpgr87PEG89Jd5iRpxe', '42lAvOjda4aRK629Oqplue', '0sHmVvDwPMhpqcFLBtiDPd', '4JKHXlntTvmZnLxjbeRcPL', '5nk1nhdloQ28s1EqsjR8yC']",7,1,False,0.17,0.0482,7,-29.289,1,0.044,0.947,0.885,0.098,0.0353,127.424,402120,4.0,2003,2003-04-01
4bTmBUCXxq1SqKaNfwXeAr,The Girls Say,Soundboy Rock,7tRuSfPQNDZ5IbWFS6dNF9,['Groove Armada'],['67tgMwUfnmqzYsNAtnP6YJ'],8,1,False,0.765,0.895,9,-2.928,1,0.0541,0.0149,5.570000000000001e-05,0.7909999999999999,0.645,113.009,241467,4.0,2007,2007-05-04
64M1uItf8E4YMzTA8zt2q8,Way That I'm Livin',Pawn Kings Live,5FwLlq3R0Mzl5t2Rd2poDc,['Andy Timmons'],['1Yt0NXI2k1f0y884jJduBj'],6,1,False,0.521,0.7609999999999999,11,-10.192,0,0.0569,0.0245,0.00564,0.429,0.624,120.405,456827,4.0,1998,1998-08-26
3fZfMguOJIfWbFhmbGqOnK,Quiet Show / First Snow / Hotel Business Center,My Life's Work,1r5q20Zmuqzf1au3C0Ek7j,['Ben Seretan'],['54N4voTBO17fp6dEegF4qa'],21,1,False,0.103,0.0758,2,-22.658,1,0.0435,0.982,0.848,0.0898,0.024,67.192,1800000,3.0,2019,2019-04-12
0LnomIU3biXCi14jDo3oW4,"Organ Sonata No. 18 in A Major, Op. 188: I. Phantasie","Rheinberger, J.G.: Organ Works, Vol. 7",0pbl50jt9lLPGMRLAGTvBE,"['Josef Rheinberger', 'Wolfgang Rübsam']","['6VqbzLwDT1yDg7ghR4jKyL', '5w4SswA2oIU6HUuq0xreQj']",12,1,False,0.0671,0.0608,9,-24.218000000000004,1,0.0421,0.619,0.882,0.11,0.0363,75.872,395507,3.0,2008,2008-12-16
1PBvE38zQQeqbM6h67JY27,Glam Racket - Permanent Single Cdsperms,The Infotainment Scan,0KIumCvJClmAZupvMhGNFu,['The Fall'],['6WoTvA9qinpHtSRJuldYh6'],10,2,False,0.513,0.851,2,-8.593,1,0.0668,4.91e-05,0.638,0.6970000000000001,0.638,133.77700000000002,213840,4.0,1993,1993-04-19
3yl6cVrbETICqFL3IEDl95,"Violin Concerto in D Major, Op. 61: II. Larghetto",Beethoven / Mendelssohn: Violin Concertos,34PaT1r54YOwwHY3K1hsjX,"['Ludwig van Beethoven', 'Elmar Oliveira', 'Asturias Symphony Orchestra', 'Maximiano Valdes']","['2wOqMjp9TyABvtHdOSOTUS', '4ivFJZ7Q04VWC79aHtsBcX', '0AdDRD8CDdUoMbGZJTOAYU', '5wb064Qxd9rVhirUTLXex7']",2,1,False,0.19,0.0474,7,-26.781,1,0.0467,0.878,0.0424,0.187,0.0399,98.017,517040,3.0,2007,2007-01-01
3qbwiFE1jaqwaRmmihCdV0,Ramblin' Heart,Remembered Way,5YIaLY7l3WgSzLX8ZgX3AQ,['Paul Reisler and Trapezoid'],['1fwvKUCYY9nM1OtjqQn8xn'],9,1,False,0.255,0.143,11,-14.425,1,0.0409999999999999,0.872,3.53e-06,0.125,0.249,76.074,323107,4.0,1994,1994-01-01
3IbOSUtT9fy6jhlffqStCs,Upwards,Evolve,1JXxx26LQEOUJzZcFTvqaJ,['Billa Joints'],['6Bvc6DesE39WA3GpWDlWXD'],15,1,False,0.626,0.485,2,-11.717,1,0.0446,0.034,0.91,0.195,0.0812,119.97,123847,3.0,2018,2018-05-25
6ivVHdZvSLciBuYku5LIdI,Love You Right,Myself Again,4fXzNyPJPa5ER1zu6qKkdS,['Yung Crucial'],['36bIpcvOsNWFzIFZr2EGn8'],6,1,False,0.4679999999999999,0.506,6,-10.186,0,0.421,0.0275,0.0,0.11,0.276,159.797,224158,5.0,2020,2020-10-02
2PfrPP7CkPLszTGrX5yp0j,Postludium No. 2,Ternion Quartet,5w3j2iz9BcMrf3uxa3uQ8N,"['Anne Mette Iversen', 'Silke Eberhard', 'Geoffroy de Masure', 'Roland Schneider']","['78SFqzlsOkjwXAR6CLIaca', '0MUVKycw9nMAABVH8e72UA', '1lL8bAjNZ4okZJbZIdKdSa', '10rLa9nkH5I293qOxOu6q1']",11,1,False,0.379,0.0886,8,-19.734,1,0.0338,0.963,0.782,0.27,0.243,84.76700000000002,348787,4.0,2017,2017-04-28
23np7tznFhA9S5uJejF3Qu,Hip-Hop To The Core,Deep Investigation,6Eqys19sqvXEwwHUi1NVFO,['Detect [Battletown]'],['12oJ6mgo8iwjYI5t49vAR0'],7,1,False,0.7020000000000001,0.564,8,-9.117,1,0.335,0.278,0.0,0.0469,0.779,172.041,223253,4.0,2000,2000-01-01
6G5v0SjA0xalGgoQuOtqXy,Electronic Herd,Change is a Thousand Hearts,3KFbV1MnoSViRek8rq12b9,['Rachel Nelson'],['3IAEMbM6nTymc7xXTcJTtC'],9,1,False,0.746,0.173,9,-11.246,1,0.0969,0.958,1.44e-06,0.134,0.488,99.434,175000,4.0,2003,2003-01-01
7KARiBtfoADWWS4aTCx8EP,Refugee,Cabbagetown,368YMWWYfnLCQiK6eHOISn,['Delta Moon'],['7mZneGJzBVHH1Y2SExOvpi'],5,1,False,0.525,0.602,0,-9.245,1,0.032,0.047,0.284,0.584,0.53,157.851,224467,4.0,2017,2017-03-17
4NYXTZhA6X9Fl6WWguKnWt,Three Little Frogs,"Frog in the Meadow: Music, Now I'm Two!",2VwPDiKBZXd6M0tInX4SgZ,['John Feierabend'],['3aCSkY96xs58GtXxFeFbCe'],24,1,False,0.622,0.204,5,-21.321,0,0.939,0.3879999999999999,0.0,0.317,0.541,70.46,18667,5.0,2000,2000-01-01
5Jubp8GfnqzfyGtxWgQpar,Late Night Creepin',The Get Back Album,4R33Izc73NhPwQoU7VUEOB,"['Chilee Powdah', 'C-Note']","['64deMXR82Nf4gb8Pxybtb0', '7aJgZeWVFzRf96TinYwgsu']",5,1,True,0.735,0.7559999999999999,7,-4.6930000000000005,1,0.0566,0.0173,0.000235,0.0436,0.961,81.14,189373,4.0,2005,2005-06-26
0fBFlaBkv4Wi8NZjjhxvIU,Retirada,RCA 100 Anos De Musica - Segunda Parte,35aHmdJOnRuoToRBmKLGGu,['José Alfredo Jimenez'],['2T06whb4s6UiufL1j5Qtz9'],13,1,False,0.313,0.26,0,-9.295,1,0.0338,0.919,0.0,0.289,0.477,79.357,170000,4.0,2002,2002-01-12
1hRixla47vNENqChI3R8RI,Come Te,Manuale di Improvvisazione per Giovani Socialisti,49vFTbJIKQTFoIkJ8yoOjl,['Gronge X'],['587y8ViDOhEuS6UtPTDoRC'],4,1,False,0.26,0.821,5,-9.908,1,0.114,0.123,0.0,0.892,0.114,129.816,158040,4.0,2015,2015-02-02
5GWmCqlH1V9ymXI0xaGoRO,Usa,UKULELE WORLD: Acoustic & Power Ukulele,5BrPjbXP3wm8P2cxTFDMon,['Eddie Florano'],['0w9lBMnxqakdj8iNBaRWhy'],5,1,False,0.499,0.899,4,-8.478,1,0.2769999999999999,2.13e-05,2.85e-05,0.0992,0.319,120.028,268227,4.0,2006,2006-11-07
4u2XfkEFpngaNiKnsvQJLl,Walker of Dissonant Worlds,To Violate the Obvious,09hdLksOJb99vfLRACtw9C,['Xasthur'],['0nH9qzKJMfrJNnF37nDaVj'],9,1,False,0.0877,0.382,2,-9.102,0,0.0445,0.296,0.953,0.131,0.252,76.108,336333,4.0,2005,2005-04-26
7lUxkwRh0K4oEOTt9VTzjI,"Moods, Op. 73: III. A Ride at Night","Grieg: From Holbergs Time, Op. 40, Lyric Pieces & Works for Piano",27Cn5v4Q0LR78SdMx1LzUj,"['Edvard Grieg', 'Håkon Austbø']","['5ihY290YPGc3aY2xTyx7Gy', '0TeMHLkl2Y7C96S0MsvKAP']",47,1,False,0.4629999999999999,0.0283,2,-22.797,1,0.0689,0.991,0.889,0.0832,0.0458,114.992,283333,5.0,2013,2013-11-22
1uesMbSoXQKiNktH6x700o,Spinning Wheel,Serious Fun,3DnTL2A8P9WunGk6rPCbLM,"[""Todor 'Toscho' Todorovic""]",['5tzsvYffdCxAcEj7aioHEr'],12,1,False,0.23,0.7709999999999999,7,-6.447,1,0.0566,0.135,1.27e-06,0.29,0.745,177.845,307400,4.0,2009,2009-04-01
7H4kPJTdr7JL5bLOyS4Xfe,"Tina-Lina (from ""The Toast of New Orleans"")",The Collection,6NtiWy8fETgsBMnj6AiZ4F,"['Nikolaus Brodszky', 'Mario Lanza', 'Ray Sinatra']","['3lysq4szqck6pHx8wtsSU9', '6umNMJq7B8UdOVmwPV6PRL', '44jf6NjQMOVWTGvwVnCQJf']",13,2,False,0.396,0.562,1,-11.063,1,0.0679,0.926,0.000833,0.508,0.522,120.064,193760,4.0,1992,1992-01-27
0AkBgAlEv1SxuVbqDa3Eki,Felicidad,Los Pájaros,2Mb0yXDm9dmzRXZSSWA49h,['Vicentico'],['25THA9HUHoxpCT4LBp7UsZ'],5,1,False,0.737,0.775,5,-4.892,1,0.034,0.482,1.27e-05,0.0598,0.8059999999999999,91.049,239640,4.0,2006,2006-10-24
1HDlfWTGgtOwd5wW9Bx9cp,"Oh, That",Boom BapVol X,0eLkyR2ZQjwhTOa198DsyS,['Dj Iceman'],['7sTdTPRRgmhFW6Q0Xy4Uzk'],5,1,False,0.638,0.504,7,-5.234,1,0.054,0.06,0.664,0.309,0.923,189.949,174316,4.0,2020,2020-06-18
